side,entry_i,exit_i,entry_px,exit_px,hold_h,reason,gross,cost,net,exit_ts
long,12886,12929,41399.0,41542.215546130305,43,stop_loss,3.4593962687578097,1.46875,1.9906462687578097,1647777600000
long,13013,13053,42880.5,44156.54539615199,40,stop_loss,29.758174371847083,1.45,28.308174371847084,1648224000000
long,13106,13132,46122.6,46991.79689859937,26,stop_loss,18.84535777686803,1.3625,17.48285777686803,1648508400000
long,13175,13195,47652.2,46808.75752061998,20,stop_loss,-17.699969348319982,1.325,-19.02496934831998,1648735200000
short,13207,13218,44930.0,45594.33537241208,11,stop_loss,-14.786008733854496,1.26875,-16.054758733854495,1648818000000
long,13275,13277,46995.1,46147.47255224041,2,stop_loss,-18.036506949864712,1.2125,-19.24900694986471,1649030400000
short,13293,13297,45644.9,46319.90657302148,4,stop_loss,-14.788214521698533,1.2249999999999999,-16.013214521698533,1649102400000
short,13326,13387,45000.2,43650.365383954944,61,stop_loss,29.99619148459458,1.58125,28.41494148459458,1649426400000
short,13444,13506,42113.2,40344.90329488895,62,stop_loss,41.98913179504399,1.5875,40.40163179504399,1649854800000
short,13536,13555,39660.5,40519.1032307995,19,stop_loss,-21.64882517364878,1.3187499999999999,-22.967575173648783,1650031200000
short,13613,13626,39672.4,39653.43788098674,13,stop_loss,0.4779675293972695,1.28125,-0.8032824706027305,1650286800000
long,13651,13674,41450.9,41406.16627796832,23,stop_loss,-1.0791978468907553,1.34375,-2.4229478468907555,1650459600000
long,13696,13702,42248.9,41764.87341941808,6,stop_loss,-11.456548704982183,1.2375,-12.694048704982183,1650560400000
short,13725,13771,39437.1,39951.72081659863,46,stop_loss,-13.04915464368911,1.4875,-14.536654643689111,1650808800000
short,13782,13794,38864.8,39251.74174471765,12,stop_loss,-9.956097669810358,1.275,-11.231097669810358,1650891600000
short,13894,13940,38525.2,38297.13823981175,46,stop_loss,5.919807299851727,1.4875,4.432307299851727,1651417200000
short,13990,14003,38155.1,38401.412624584234,13,stop_loss,-6.455562286148796,1.28125,-7.736812286148796,1651644000000
long,14014,14034,39198.0,39181.99783864705,20,stop_loss,-0.40823923039321924,1.325,-1.7332392303932191,1651755600000
short,14111,14147,34075.1,32152.201330372845,36,stop_loss,56.43119666933195,1.425,55.006196669331956,1652162400000
short,14163,14170,30230.8,31893.5592387007,7,stop_loss,-55.00215802098188,1.24375,-56.24590802098188,1652245200000
short,14178,14178,29322.1,31745.48144666025,0,stop_loss,-82.6469266069024,1.2,-83.8469266069024,1652274000000
short,14186,14204,28479.7,29700.13648536115,18,stop_loss,-42.852856082091726,1.3125,-44.165356082091726,1652367600000
short,14249,14253,29083.2,29687.29282681771,4,stop_loss,-20.771195288610212,1.2249999999999999,-21.996195288610213,1652544000000
long,14282,14288,31066.1,30260.081278804868,6,stop_loss,-25.945281873010472,1.2375,-27.182781873010473,1652670000000
short,14347,14369,29356.9,29654.519345716504,22,stop_loss,-10.137969121961198,1.3375,-11.475469121961199,1652961600000
short,14567,14609,28387.7,29245.483720090582,42,stop_loss,-30.216738942942946,1.4625,-31.679238942942945,1653825600000
long,14623,14683,29770.7,31226.57293037872,60,stop_loss,48.90287868201683,1.575,47.32787868201683,1654092000000
short,14730,14755,29541.7,29889.403121612708,25,stop_loss,-11.769909030716141,1.35625,-13.12615903071614,1654351200000
long,14791,14813,30844.3,30879.88972675482,22,stop_loss,1.1538510115263025,1.3375,-0.18364898847369737,1654560000000
short,14886,14948,29753.0,27975.557329798314,62,stop_loss,59.739947911191685,1.5875,58.152447911191686,1655046000000
short,14957,14986,26582.3,22730.947543716087,29,stop_loss,144.88409416355665,1.38125,143.50284416355666,1655182800000
short,15010,15017,21149.9,21590.98265449008,7,stop_loss,-20.855070449036514,1.24375,-22.098820449036513,1655294400000
short,15050,15061,20716.5,21328.395273284907,11,stop_loss,-29.536614451519636,1.26875,-30.805364451519637,1655452800000
short,15084,15098,19429.2,18767.770398432407,14,stop_loss,34.043069275502525,1.2874999999999999,32.75556927550252,1655586000000
long,15156,15172,21181.3,20620.701459637377,16,stop_loss,-26.466672978647292,1.3,-27.766672978647293,1655852400000
long,15281,15284,21707.9,21262.703625105052,3,stop_loss,-20.508495750162346,1.21875,-21.727245750162346,1656255600000
short,15336,15388,20354.0,19404.49987809965,52,stop_loss,46.64931325048392,1.525,45.12431325048392,1656630000000
long,15484,15493,20165.9,19871.8136704129,9,stop_loss,-14.583347610922509,1.2562499999999999,-15.839597610922509,1657008000000
long,15532,15566,20513.1,21364.355195430737,34,stop_loss,41.49812536529039,1.4125,40.08562536529039,1657270800000
short,15620,15684,20866.2,19851.492721411916,64,stop_loss,48.629231895988944,1.6,47.02923189598894,1657695600000
short,15690,15694,19162.7,19931.596765176153,4,stop_loss,-40.124657025166194,1.2249999999999999,-41.349657025166195,1657731600000
long,15745,15751,21170.8,20603.578381305317,6,stop_loss,-26.792639800795556,1.2375,-28.030139800795556,1657936800000
long,15803,15815,21863.9,21822.765259953758,12,stop_loss,-1.8813999353383282,1.275,-3.156399935338328,1658167200000
long,15837,15865,23128.2,23305.192900133883,28,stop_loss,7.65268806625169,1.375,6.27768806625169,1658347200000
long,15903,15910,23451.1,23036.035947698132,7,stop_loss,-17.699129350088757,1.24375,-18.942879350088756,1658509200000
short,15929,15941,22232.6,22602.615201508026,12,stop_loss,-16.642911828037548,1.275,-17.917911828037546,1658620800000
short,15967,16012,22214.7,21272.462934463896,45,stop_loss,42.41502543523453,1.48125,40.93377543523453,1658876400000
long,16053,16104,23742.9,23996.12090792777,51,stop_loss,10.665121275318821,1.51875,9.14637127531882,1659207600000
short,16140,16147,23221.1,23510.886120539813,7,stop_loss,-12.479431230209373,1.24375,-13.723181230209374,1659362400000
short,16222,16231,22586.8,22994.081434935073,9,stop_loss,-18.031834298575884,1.2562499999999999,-19.288084298575885,1659664800000
long,16299,16323,23312.2,23733.275411192688,24,stop_loss,18.06244846872827,1.35,16.71244846872827,1659996000000
short,16350,16361,22772.2,23235.66183648776,11,stop_loss,-20.352088796328882,1.26875,-21.620838796328883,1660132800000
long,16375,16391,24437.9,24250.459745926735,16,stop_loss,-7.670063879190366,1.3,-8.970063879190366,1660240800000
long,16421,16432,24401.1,24331.95082676663,11,stop_loss,-2.833854753817125,1.26875,-4.102604753817125,1660388400000
long,16452,16458,24679.0,24455.334043618495,6,stop_loss,-9.063007268588867,1.2375,-10.300507268588868,1660482000000
short,16508,16523,23722.1,24172.91875467477,15,stop_loss,-19.004167197456052,1.29375,-20.29791719745605,1660716000000
short,16530,16615,23675.1,21299.447811908416,85,stop_loss,100.3439135670634,1.73125,98.6126635670634,1661047200000
short,16645,16653,21102.1,21524.505417046526,8,stop_loss,-20.017221842685224,1.25,-21.267221842685224,1661184000000
long,16702,16709,21716.7,21311.390881762116,7,stop_loss,-18.66347641390657,1.24375,-19.907226413906567,1661385600000
short,16745,16745,21191.5,21516.334466111486,0,stop_loss,-15.328526348370154,1.2,-16.528526348370153,1661515200000
short,16749,16808,20778.2,19944.35036937473,59,stop_loss,40.13098490847479,1.56875,38.562234908474785,1661742000000
short,16892,16898,19695.9,20138.48721002192,6,stop_loss,-22.471032551034494,1.2375,-23.708532551034494,1662066000000
short,16945,16960,19710.2,19834.979163466112,15,stop_loss,-6.330689869514852,1.29375,-7.624439869514852,1662289200000
short,17024,17039,18615.1,19044.762751182607,15,stop_loss,-23.081409779297893,1.29375,-24.375159779297892,1662573600000
long,17143,17177,22046.3,22013.41961718347,34,stop_loss,-1.4914240855168062,1.4125,-2.903924085516806,1663070400000
short,17208,17211,19774.8,20341.69067832814,3,stop_loss,-28.667328030025175,1.21875,-29.886078030025175,1663192800000
short,17251,17261,19529.0,19908.65587973571,10,stop_loss,-19.440620601961708,1.2625,-20.703120601961707,1663372800000
short,17307,17322,19462.4,18977.099082621033,15,stop_loss,24.935306918929253,1.29375,23.641556918929254,1663592400000
short,17351,17370,18765.4,19285.958950810385,19,stop_loss,-27.74035996090592,1.3187499999999999,-29.05910996090592,1663765200000
short,17475,17485,18745.6,19041.877807016965,10,stop_loss,-15.805191992625797,1.2625,-17.067691992625797,1664179200000
long,17502,17517,19346.8,19819.857637046884,15,stop_loss,24.45146675661527,1.29375,23.157716756615272,1664294400000
long,17588,17593,19993.9,19398.43844475907,5,stop_loss,-29.7821613212495,1.23125,-31.0134113212495,1664568000000
short,17632,17659,19103.6,19344.930880411994,27,stop_loss,-12.632743588223958,1.36875,-14.001493588223958,1664805600000
long,17676,17706,19837.8,19923.733015324393,30,stop_loss,4.33178151430066,1.3875,2.94428151430066,1664974800000
short,17754,17799,19617.3,19527.38789133782,45,stop_loss,4.583307012798809,1.48125,3.1020570127988085,1665309600000
short,17822,17897,19236.5,18986.391260394495,75,stop_loss,13.001779929067373,1.66875,11.333029929067374,1665662400000
short,17898,17900,18384.7,18959.01928272844,2,stop_loss,-31.238980387411278,1.2125,-32.45148038741128,1665673200000
long,17911,17923,19863.6,19404.442421530057,12,stop_loss,-23.11552681638483,1.275,-24.390526816384828,1665756000000
long,17993,18019,19458.6,19412.180880513046,26,stop_loss,-2.3855323346465163,1.3625,-3.748032334646516,1666101600000
short,18054,18065,18972.4,19267.88129290999,11,stop_loss,-15.574270672660804,1.26875,-16.843020672660803,1666267200000
short,18090,18092,18877.1,19158.6337712998,2,stop_loss,-14.914037182607537,1.2125,-16.126537182607535,1666364400000
